# Time (s), Energy (keV), Sun X (arcsec), Sun Y (arcsec), Start Time, End Time, Min X, Max X, Min Y, Max Y
1.525737037513932288e+08,2.959999999999999964e+00,1.095930000000000064e+03,-1.070100000000000051e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737039237250388e+08,3.040000000000000036e+00,1.051650000000000091e+03,-3.813000000000000256e+01,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737041767773330e+08,2.520000000000000018e+00,7.097100000000000364e+02,-3.726899999999999977e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737042181673050e+08,4.400000000000000355e+00,1.113150000000000091e+03,-4.661700000000000159e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737047150857151e+08,2.640000000000000124e+00,1.339470000000000027e+03,-5.079900000000000091e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737052157183290e+08,3.240000000000000213e+00,8.966699999999999591e+02,-3.874499999999999886e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737054614594281e+08,2.560000000000000053e+00,1.248450000000000045e+03,-2.939699999999999704e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737054692263603e+08,2.879999999999999893e+00,9.753899999999999864e+02,-1.980300000000000011e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737058403526545e+08,2.560000000000000053e+00,1.132829999999999927e+03,-7.503000000000000114e+01,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737063630479574e+08,2.759999999999999787e+00,8.376299999999999955e+02,-3.480899999999999750e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737065141688287e+08,2.680000000000000160e+00,8.966699999999999591e+02,-3.357900000000000205e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737066631152332e+08,2.680000000000000160e+00,1.002449999999999932e+03,-2.964300000000000068e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737067403819561e+08,3.040000000000000036e+00,9.409499999999999318e+02,-3.776100000000000136e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737068910915852e+08,2.839999999999999858e+00,1.091009999999999991e+03,-1.217699999999999960e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737070072678030e+08,2.560000000000000053e+00,9.852300000000000182e+02,-2.177100000000000080e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737070985459983e+08,3.000000000000000000e+00,6.949500000000000455e+02,-1.685099999999999909e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737072733246386e+08,4.040000000000000036e+00,1.014750000000000000e+03,-2.964300000000000068e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737074262282848e+08,2.680000000000000160e+00,8.942100000000000364e+02,-3.062699999999999818e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737075609298944e+08,2.839999999999999858e+00,8.523899999999999864e+02,-5.719500000000000455e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737076192230880e+08,2.520000000000000018e+00,9.458700000000000045e+02,-2.275499999999999829e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737079722298086e+08,2.600000000000000089e+00,8.819099999999999682e+02,-5.153700000000000045e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525737083319455385e+08,3.200000000000000178e+00,1.007370000000000005e+03,-2.447700000000000102e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
